species,common_name,mass,freq,folk_generic,folk_specific,clements_group,prototype,group_size_folk_generics,group_size_folk_specific,group_size_clements,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,Beak_PC1,Beak_PC2,Beak_PC3,Beak_PC4,Realm,TrophicLevel,TrophicNiche,ForagingNiche
Cathartes aura,Turkey Vulture,1518.24,13517,pěch,pěch,"Vultures, Hawks, and Allies",1,3,1,9,4.637347634,0.44833222799999994,-0.33925630100000004,-0.349398769,-0.312161609,0.307793632,0.059699268,0.218934238,0.093388869,1.810960355,-0.163426234,0.080078974,-0.156077782,Neotropic,Scavenger,Scavenger,Scavenger ground
Catherpes mexicanus,Canyon Wren,11.97,2327,nguzhǐn,nguzhǐn-zhàn̲-quiè,Wrens,0,6,1,6,-1.5780405780000002,-0.525619762,0.243607007,-0.485627441,0.277620625,0.012158334,0.039741026,0.08819063699999999,0.017955991,-0.42457145399999996,0.688878015,0.021705465,0.033097845,Nearctic,Carnivore,Invertivore,Invertivore bark
Aimophila ruficeps,Rufous-crowned Sparrow,18.69,638,mtsùu,mtsùu,New World Sparrows,0,8,8,10,-1.342696682,0.095515264,-0.139394796,0.141255734,0.16460750400000002,-0.21708988399999998,-0.031612708999999996,0.00405305,0.030539072,-0.656181456,-0.19206435600000002,-0.061260345,-0.033518841,Nearctic,Herbivore,Granivore,Granivore ground
Dendrocygna autumnalis,Black-bellied Whistling-Duck,755.3,1153,pìxîx,pìxîx,Waterfowl,0,1,1,10,3.529530425,-0.24720909,0.492538689,0.5987551,0.020104924,0.37243091899999997,0.34224688299999995,0.012985825,-0.034995146,1.962362154,-0.09287822800000001,0.355741076,0.000314979,Neotropic,Herbivore,Herbivore terrestrial,Herbivore ground
Cardellina pusilla,Wilson's Warbler,6.96,7578,yěets,yěets,Wood-Warblers,0,3,1,15,-2.449244901,0.068839108,-0.216992566,-0.018294738,0.324864193,0.005683247,0.051064382,-0.109410986,-0.036312624,-1.168925232,-0.114155912,0.039976306,0.066380617,Nearctic,Carnivore,Invertivore,Generalist
Mareca americana,American Wigeon,754.61,271,bǎd,bǎd-guìx,Waterfowl,0,7,5,10,3.235575548,-0.062563115,0.400017516,0.390616176,-0.521030685,0.059075795,0.371368339,-0.120244153,0.014891589,1.575272962,-0.069736501,0.405112723,-0.097920303,Nearctic,Herbivore,Omnivore,
Tachycineta thalassina,Violet-green Swallow,14.14,2454,xlútsǐ,xlútsǐ-nquǐts,Martins and Swallows,0,7,4,4,-1.908450758,0.618629867,-0.283778154,-0.027095626,-0.48911846,0.41097302700000005,0.044767132,-0.135397471,0.09346225400000001,-1.4507575380000002,-0.32997209,0.11166349,-0.059228204000000007,Nearctic,Carnivore,Invertivore,Invertivore aerial
Cardellina rubra,Red Warbler,8.1,0,x-quǐit-ngùbìdz,x-quǐit-ngùbìdz,Wood-Warblers,0,1,1,15,-2.234817426,0.138089688,-0.322452134,-0.059239447,0.288827915,-0.02952933,-0.02164055,-0.059045868,0.045586613,-1.114783707,-0.173676067,-0.040610123,-0.013254963,Neotropic,Carnivore,Invertivore,Invertivore glean arboreal
Stelgidopteryx serripennis,Northern Rough-winged Swallow,15.69,5161,xlútsǐ,xlútsǐ-nquǐts,Martins and Swallows,0,7,4,4,-1.99620028,0.719000144,-0.07950915,-0.060866385,-0.636236316,0.35413400100000003,0.144360161,-0.048623942,0.11928555,-1.6328349880000002,-0.19346835899999998,0.206230706,-0.121972364,Nearctic,Carnivore,Invertivore,Invertivore aerial
Dryobates scalaris,Ladder-backed Woodpecker,31.59,0,càrpìntêr,càrpìntêr-psì-yèen̲,Woodpeckers,0,7,1,8,-0.428873634,-0.309508146,-0.175864277,0.208780777,-0.077525176,0.201250119,0.150966795,0.05717681,-0.046737882,0.092944127,-0.150591152,0.181989953,0.124215711,Nearctic,Carnivore,Invertivore,Invertivore bark
Campylorhynchus jocosus,Boucard's Wren,27.6,1969,mguîn̲-quiè,mguîn̲-quiè,Wrens,0,1,1,6,-0.664082284,-0.36485217799999997,0.26584231399999997,-0.301678326,0.19541313,-0.151748695,-0.075260536,0.091030254,0.00428314,-0.094489016,0.510981142,-0.102656944,0.008294609,Neotropic,Omnivore,Invertivore,Invertivore glean arboreal
Dendrortyx macroura,Long-tailed Wood-Partridge,430.99,663,mtsòo,mtsòo,"Grouse, Quail, and Allies",0,1,1,4,2.593017154,0.710153732,-0.41793206299999996,0.51316082,0.038682853999999996,-0.24057071,0.128466252,0.010425759,-0.14214754699999999,0.8204401259999999,-0.874667415,0.104722439,0.013272923999999998,Neotropic,Herbivore,Omnivore,
Tyrannus verticalis,Western Kingbird,39.6,1155,cùchguêr,cùchguêr,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",0,4,3,12,-0.010804335,-0.219690301,-0.417319406,-0.08395866199999999,-0.184752988,0.144817437,0.204055472,-0.00433559,0.053936945,0.19598590800000001,-0.142528613,0.235577459,0.00690219,Nearctic,Carnivore,Invertivore,Invertivore sally air
Amazona finschi,Lilac-crowned Parrot,302.0,311,lòr,lòr,"Parrots, Parakeets, and Allies",0,1,1,3,2.701760137,-0.7879784190000001,-0.573063342,0.80432291,-0.445955915,0.007420819,-0.183290108,0.037354978,0.008338047,2.127237976,-0.7404662190000001,-0.12860433400000001,0.142298707,Neotropic,Herbivore,Omnivore,
Catharus occidentalis,Russet Nightingale-Thrush,26.2,1273,mguîn̲-guìib-tsár,mguîn̲-guìib-tsár,Thrushes,0,4,4,5,-0.7776270590000001,0.329360865,0.087974127,-0.400078986,0.390145928,-0.029111221,0.066912869,-0.083098118,0.191296715,-0.657684659,0.237218441,0.014427388999999999,-0.255163252,Neotropic,Omnivore,Invertivore,Invertivore ground
Accipiter cooperii,Cooper's Hawk,429.67,1551,msì,msì-lâg,"Vultures, Hawks, and Allies",0,7,3,9,2.773160486,0.812894935,-0.36872578,-0.08166036900000001,0.11739284300000001,-0.118719232,-0.144677474,-0.122929803,-0.05264744,0.727437465,-0.48121636100000004,-0.16566109699999998,-0.074614711,Nearctic,Carnivore,Vertivore,Generalist
Cinclus mexicanus,American Dipper,56.68,16,mguîn̲-nìs,mguîn̲-nìs,Dippers,0,1,1,1,-0.20940531699999998,0.320727952,0.570039544,-0.017228571,0.137367293,-0.037529937,-0.154733594,0.0029487209999999996,-0.008424983,-0.42794066799999997,0.283205981,-0.182371435,-0.06465882099999999,Nearctic,Carnivore,Aquatic predator,Generalist
Pipilo maculatus,Spotted Towhee,39.28,1523,mguîn̲-wǐx,mguîn̲-wǐx,New World Sparrows,0,1,1,10,-0.133453605,0.09944197699999999,-0.44030348799999997,0.098201694,0.271958757,-0.242775855,-0.06544763599999999,-0.05479471599999999,-0.009004158,-0.026875132000000003,-0.382380923,-0.096361454,0.002154809,Nearctic,Omnivore,Omnivore,
Campephilus guatemalensis,Pale-billed Woodpecker,242.0,882,càrpìntêr,càrpìntêr-mâch,Woodpeckers,0,7,2,8,2.45770909,-0.602175154,-0.0037202579999999997,-7.79e-05,0.076619624,0.050682142,0.300319588,0.066892225,-0.08672659199999999,1.684298962,0.144296958,0.305466143,0.096045293,Neotropic,Carnivore,Invertivore,Invertivore bark
Contopus pertinax,Greater Pewee,27.2,3019,pédrǐt,pédrǐt,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",0,1,1,12,-0.40115399799999996,-0.387567614,-0.417622306,-0.112325522,-0.112791059,0.139542664,0.327855319,0.012311176000000002,0.114562518,0.155120086,-0.065254159,0.349835385,-0.040239307,Neotropic,Carnivore,Invertivore,Invertivore sally air
Spatula discors,Blue-winged Teal,359.44,2080,bǎd,bǎd-guìx,Waterfowl,0,7,5,10,2.479185808,-0.613521588,0.475520911,0.585734269,-0.363623968,0.078865295,0.328464611,-0.178740042,0.013636225,1.714390999,0.010231259,0.364213512,-0.016944818,Nearctic,Omnivore,Herbivore aquatic,Herbivore aquatic surface
Falco sparverius,American Kestrel,114.61,2435,líd,líd,Falcons and Caracaras,0,1,1,3,1.160846586,0.48115549399999996,-0.571177278,0.110402112,-0.046001192,0.004451577,-0.010299105,-0.23586856899999997,-0.08787118,0.263484814,-0.6294970289999999,0.010772302,0.049982745999999995,Nearctic,Carnivore,Omnivore,
Aphelocoma californica,California Scrub-Jay,85.74,0,cuǐl̲,cuǐl̲,"Jays, Magpies, Crows, and Ravens",0,2,1,3,1.145627883,-0.212170859,-0.311284451,-0.24152539399999998,0.352642605,-0.190829794,0.09478068099999999,-0.048198192,-0.022687651,0.7744028959999999,0.009281351,0.062109992,0.002462215,Nearctic,Omnivore,Omnivore,
Cairina moschata,Muscovy Duck,2415.78,257,bǎd,bǎd,Waterfowl,0,7,2,10,4.876393323,0.057357242999999995,0.301146642,0.164435665,-0.370184451,-0.009599033,0.47602400200000006,0.11356485300000001,-0.012512983,2.247189357,-0.009343819,0.479521219,-0.12600694099999998,Neotropic,Omnivore,Omnivore,
Basileuterus rufifrons,Rufous-capped Warbler,10.4,4865,mguîn̲-dǎm̲,mguîn̲-dǎm̲,Wood-Warblers,0,1,1,15,-1.9791253309999999,0.079557963,-0.27170602899999996,0.05837612,0.318714846,-0.237446508,0.089568429,-0.10829116400000001,-0.028918823,-0.9279473979999999,-0.21297917800000002,0.058616842,0.022380157999999997,Neotropic,Carnivore,Invertivore,Invertivore glean arboreal
Vireo huttoni,Hutton's Vireo,11.3,2103,mtsùu,mtsùu,Vireos,0,8,8,4,-1.948939661,0.207714752,-0.141950435,0.035087457999999995,0.240678513,-0.012913794,-0.06629934,-0.030106572999999998,0.034678887,-1.049184658,-0.147146682,-0.08526541900000001,-0.018191244,Nearctic,Carnivore,Invertivore,Invertivore glean arboreal
Empidonax oberholseri,Dusky Flycatcher,10.4,1198,wǐt,wǐt,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",0,12,11,12,-1.9042571640000001,0.055577062,-0.28530119800000003,-0.114070999,0.151288941,0.049235392,0.318528716,-0.029588225,0.015364293000000001,-0.92633385,-0.086150055,0.314588573,-0.002057321,Nearctic,Carnivore,Invertivore,Invertivore sally air
Cynanthus sordidus,Dusky Hummingbird,4.0,4751,dzǐn̲g,dzǐn̲g,Hummingbirds,0,14,10,14,-3.367352453,-1.325370594,0.7055320140000001,-0.5507832970000001,-0.872379586,0.020505857,0.025278351,-0.126503799,0.008920058,-0.8633527240000001,1.274007168,0.12223173300000001,0.155773303,Neotropic,Herbivore,Nectarivore,Nectarivore aerial
Lamprolaima rhami,Garnet-throated Hummingbird,7.8,418,dzǐn̲g,dzǐn̲g,Hummingbirds,0,14,10,14,-2.647206593,-0.917598227,0.351853426,-0.623191733,-1.289818551,0.074682838,-0.093723715,0.13144889099999998,0.050683735,-0.883533252,0.9953947259999999,0.025076076,0.116489636,Neotropic,Herbivore,Nectarivore,Nectarivore aerial
Colibri thalassinus,Mexican Violetear,5.9,973,dzǐn̲g,dzǐn̲g-yǎ-guì,Hummingbirds,0,14,2,14,-2.963160399,-0.9649728879999999,0.713976132,-0.7210313509999999,-0.773355259,-0.037309077,-0.050190797999999995,0.008830268,-0.0017361979999999998,-0.992354051,1.300934777,0.022505362,0.11230247900000001,Neotropic,Herbivore,Nectarivore,Nectarivore aerial
Melozone albicollis,White-throated Towhee,46.4,9110,chûurr,chûurr,New World Sparrows,0,1,1,10,-0.069038543,0.138694222,-0.375162362,0.269303962,0.175316867,-0.270589029,-0.090769748,-0.014112041,-0.098377049,-0.02861635,-0.465964285,-0.11242581,0.086154858,Neotropic,Herbivore,Granivore,Granivore ground
Columbina inca,Inca Dove,47.5,10723,côc,côc,Pigeons and Doves,0,2,2,7,-0.45371607799999997,0.575791278,-0.273431802,0.005743727,-0.41465559999999996,-0.263676823,-0.04908604,0.09577653,0.177942305,-0.699608598,-0.33248341800000003,-0.05965079400000001,-0.22997973,Nearctic,Herbivore,Granivore,Granivore ground
Archilochus colubris,Ruby-throated Hummingbird,3.09,3333,dzǐn̲g,dzǐn̲g,Hummingbirds,0,14,10,14,-3.972586174,-1.320860307,0.7926225990000001,-0.37458109799999995,-1.136058428,-0.118809471,-0.09811076199999999,-0.035694229,0.046465316,-1.176194383,1.225311992,0.0026993940000000004,0.130911361,Nearctic,Omnivore,Nectarivore,Nectarivore aerial
Falco peregrinus,Peregrine Falcon,759.95,883,msì,msì-dòo,Falcons and Caracaras,0,7,1,3,3.413949707,0.309979216,-0.109335984,0.237991292,-0.39783914299999995,-0.032752589,0.089744435,-0.23036258699999998,0.10359307699999999,1.4275190869999999,-0.418080761,0.109214975,-0.18915172800000002,Palearctic,Carnivore,Vertivore,Vertivore aerial
Henicorhina leucophrys,Gray-breasted Wood-Wren,16.19,1592,nguzhǐn,nguzhǐn-guì,Wrens,0,6,2,6,-1.7175142769999998,0.08882326199999999,0.63604005,0.15990023,0.452210935,0.097395257,0.035932538,0.027380775,-0.063388381,-0.904367435,0.301261227,0.000319067,0.032766738,Neotropic,Carnivore,Invertivore,Invertivore glean arboreal
Columbina passerina,Common Ground Dove,35.36,2100,côc,côc,Pigeons and Doves,0,2,2,7,-1.068177962,0.554550031,0.31871017,-0.219828776,-0.416492666,-0.063933163,-0.21344279600000002,0.24859961100000003,-0.051112764000000005,-1.137307688,0.24290335100000002,-0.202697293,0.000614445,Neotropic,Herbivore,Omnivore,
Bubulcus ibis,Cattle Egret,365.95,4374,gàrs,gàrs,"Herons, Ibis, and Allies",0,1,1,1,3.010226766,-0.34367438200000006,0.597623283,-0.329183023,0.541536707,0.35557651100000004,0.0050696859999999995,-0.056115152,-0.003134432,1.674224005,0.649783649,-0.018035179,-0.030015973999999997,Afrotropic,Carnivore,Omnivore,
Catharus frantzii,Ruddy-capped Nightingale-Thrush,28.9,357,mguîn̲-guìib-tsár,mguîn̲-guìib-tsár,Thrushes,0,4,4,5,-0.646204323,0.346801405,-0.055737569,-0.219599405,0.42307264200000005,-0.028804846000000002,0.070497331,-0.065583662,-0.037448218,-0.573707592,0.020629343999999997,0.035409148,-0.020791393000000002,Neotropic,Omnivore,Invertivore,Invertivore ground
Anser cygnoides,Swan Goose,3511.94,0,gâns,gâns,Waterfowl,0,2,2,10,5.411992335,-0.013025228,0.5850773920000001,0.331501807,-0.19675934399999997,0.158677215,0.37198791,-0.070252307,0.17644684600000002,2.612611361,0.035923986,0.362891976,-0.30656494,Palearctic,Herbivore,Herbivore terrestrial,Herbivore ground
Spinus psaltria,Lesser Goldfinch,8.77,0,mdzíl-dò,mdzíl-dò,"Finches, Euphonias, and Allies",0,1,1,3,-2.121530646,-0.251605385,-0.419720096,0.477011867,-0.029136714,0.167566894,-0.161988531,-0.017997147,-0.015997567,-0.675171465,-0.493024247,-0.127102243,0.16314387,Nearctic,Herbivore,Granivore,Generalist
Colaptes auratus,Northern Flicker,131.46,930,mguîn̲-pliêgw,mguîn̲-pliêgw,Woodpeckers,0,1,1,8,1.566957163,-0.472996532,0.067378325,-0.340606325,-0.052616884,0.057349349,0.18788826399999997,0.11000763699999999,-0.04449964,1.0539990209999999,0.409331092,0.198572831,0.054936774,Nearctic,Carnivore,Invertivore,Invertivore ground
Troglodytes aedon,House Wren,10.85,2184,nguzhǐn,nguzhǐn-guì,Wrens,0,6,2,6,-2.1074320909999997,-0.072138254,0.363704249,-0.205935355,0.221816354,-0.07507609900000001,-2.6300000000000002e-05,0.060923951,-0.011985601,-1.024852128,0.442450116,-0.026340971,0.007717728,Nearctic,Carnivore,Invertivore,Invertivore glean arboreal
Sphyrapicus varius,Yellow-bellied Sapsucker,50.3,671,càrpìntêr,càrpìntêr-diè,Woodpeckers,0,7,1,8,0.210028963,-0.36559350700000004,-0.022602842,-0.13507451,-0.13417664199999998,0.18145887600000002,0.104759152,0.028099871000000002,-0.097571787,0.348216476,0.191211993,0.142697676,0.151313438,Nearctic,Omnivore,Omnivore,
Lampornis clemenciae,Blue-throated Mountain-gem,7.55,886,dzǐn̲g,dzǐn̲g,Hummingbirds,0,14,10,14,-2.4869003640000003,-1.2860774179999999,0.572621715,-0.7398354229999999,-0.990505286,-0.054266074000000004,-0.01341143,-0.080797833,0.011604342,-0.506994573,1.300288841,0.085798775,0.137836038,Nearctic,Herbivore,Nectarivore,Nectarivore aerial
Buteo jamaicensis,Red-tailed Hawk,1101.16,2978,msì,msì,"Vultures, Hawks, and Allies",1,7,3,9,4.2732040510000004,0.580012105,-0.406937935,-0.037124689,0.138649763,0.19347573199999998,-0.008851682,-0.09399219,-0.04579439,1.6621855819999998,-0.49194433200000004,-0.008596747,-0.046296057,Nearctic,Carnivore,Vertivore,Vertivore perch
Pooecetes gramineus,Vesper Sparrow,25.68,198,wǐt,wǐt,New World Sparrows,0,12,11,10,-0.958493321,0.280785177,-0.311880922,0.36132299799999995,0.053352718,-0.015993172,-0.139783201,-0.053351917,-0.071119995,-0.578848483,-0.523129492,-0.133889337,0.093119878,Nearctic,Omnivore,Omnivore,
Myiarchus tuberculifer,Dusky-capped Flycatcher,17.7,2575,mguîn̲-rchǔup,mguîn̲-rchǔup,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",0,2,2,12,-0.9037659029999999,-0.420519243,-0.394160186,-0.110500294,0.18566078600000002,-0.006226806,0.332400095,-0.021051325,0.052487282999999996,-0.026856894,-0.034883372,0.326596551,0.0030609990000000004,Neotropic,Carnivore,Invertivore,Invertivore sally surface
Baeolophus wollweberi,Bridled Titmouse,10.4,510,mguîn̲-pàyâs,mguîn̲-pàyâs,"Tits, Chickadees, and Titmice",0,2,2,2,-2.008889382,0.22445762,-0.468251535,0.13620431800000002,0.101940559,0.040925861,-0.020449149,-0.0019744,-0.17863286399999997,-1.07106105,-0.419463122,-0.0022907129999999998,0.223418685,Nearctic,Carnivore,Invertivore,Invertivore glean arboreal
Ptiliogonys cinereus,Gray Silky-flycatcher,33.6,5476,péedrùuch,péedrùuch,Silky-flycatchers,0,1,1,1,-0.753435794,0.543112011,-0.342927022,-0.171150102,-0.286746977,-0.177157038,0.062940322,0.0770378,0.115451694,-0.830314344,-0.237814864,0.056384838,-0.163789554,Neotropic,Omnivore,Omnivore,
Icterus wagleri,Black-vented Oriole,41.8,5262,mguěy,mguěy-guièe-pchôg,Blackbirds,0,4,2,3,-0.047030415,-0.116865168,-0.113373733,-0.416212929,0.068650432,-0.160161517,-0.070859881,0.021188079,-0.0032480879999999997,0.015065304,0.257783463,-0.083623436,0.0006327619999999999,Neotropic,Omnivore,Invertivore,Invertivore glean arboreal
Ciccaba virgata,Mottled Owl,283.97,338,dǎm̲,dǎm̲-yêt,Owls,0,3,2,6,2.540458981,0.236250339,-0.446972638,-0.035115589,0.002473579,0.157297741,-0.228360548,0.103169151,0.145559039,1.101124846,-0.369750368,-0.23183564,-0.13309803,Neotropic,Carnivore,Vertivore,Vertivore perch
Hylocharis leucotis,White-eared Hummingbird,3.39,2753,dzǐn̲g,dzǐn̲g-dán-yǎ-guì,Hummingbirds,0,14,1,14,-3.706707249,-1.278332325,0.41921083299999995,-0.35777746299999996,-1.278823288,-0.001465811,0.07162733,-0.078022785,0.036429438,-1.046651609,0.954788429,0.199435102,0.160813969,Neotropic,Herbivore,Nectarivore,Nectarivore aerial
Spinus notatus,Black-headed Siskin,10.9,664,yěets,yěets-dán,"Finches, Euphonias, and Allies",0,3,1,3,-1.843237693,-0.394694674,-0.231612736,0.43735479,-0.029531675,0.152191854,-0.144397121,-0.048554199,-0.021408162,-0.455365483,-0.31140146,-0.11022648,0.161189332,Neotropic,Herbivore,Granivore,Granivore arboreal
Setophaga nigrescens,Black-throated Gray Warbler,8.7,0,wǐt,wǐt,Wood-Warblers,0,12,11,15,-2.209157752,0.15325584,-0.16473352,0.035063244,0.275935251,0.118382263,-0.062512738,-0.07062752,0.010084872,-1.122688357,-0.145622193,-0.068306187,0.032320092,Nearctic,Carnivore,Invertivore,Invertivore glean arboreal
Bubo virginianus,Great Horned Owl,1575.7,145,dǎm̲,dǎm̲,Owls,1,3,1,6,4.627044399,0.415958771,-0.307852222,0.240777286,0.023291977999999998,0.05693729,0.000163745,-0.033710576,0.036809936,1.998230096,-0.575941281,-0.010616435,-0.12541889,Nearctic,Carnivore,Vertivore,Vertivore perch
Toxostoma curvirostre,Curve-billed Thrasher,80.54,5046,mquièts,mquièts,"Catbirds, Mockingbirds, and Thrashers",0,2,2,3,0.853389388,-0.33619756799999995,0.13742537400000002,-0.419414254,0.17366907,-0.168090908,0.084725664,0.060795854,-0.059854915,0.603520564,0.47588339799999996,0.061839487,0.03127662,Nearctic,Omnivore,Invertivore,Invertivore ground
Zenaida macroura,Mourning Dove,118.93,1936,mézh,mézh,Pigeons and Doves,0,1,1,7,0.381913926,1.031562788,0.325778335,-0.630038023,-0.5590234789999999,-0.15694754,-0.14640604699999998,0.175336938,-0.032975015,-0.9223770509999999,0.360084498,-0.141347025,-0.127815917,Nearctic,Herbivore,Granivore,Granivore ground
Empidonax occidentalis,Cordilleran Flycatcher,11.6,967,wǐt,wǐt,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",0,12,11,12,-1.711079772,-0.131985472,-0.317752734,-0.042196254,0.076595202,-0.039158596000000004,0.34976994,-0.062399789000000004,0.126457269,-0.657462416,-0.11167909300000001,0.340361962,-0.099537076,Nearctic,Carnivore,Invertivore,Invertivore sally air
Ortalis poliocephala,West Mexican Chachalaca,760.0,2653,chìchàlác,chìchàlác,"Chachalacas, Guans, and Curassows",0,1,1,1,3.561482755,0.869040948,-0.377371114,-0.412954208,0.167355311,-0.266031976,0.14927821,0.061102237000000004,-0.049053927000000004,0.9975376090000001,-0.260438407,0.099056677,-0.14869738,Neotropic,Herbivore,Frugivore,Generalist
Hirundo rustica,Barn Swallow,17.91,1206,xlútsǐ,xlútsǐ-nquǐts,Martins and Swallows,0,7,4,4,-1.558512186,0.444713319,-0.37395688200000005,-0.21663951899999997,-0.623140823,0.164429467,0.322753016,-0.10925949900000001,0.040773789,-1.189135655,-0.20104064,0.386012995,-0.044632871,Palearctic,Carnivore,Invertivore,Invertivore aerial
Lepidocolaptes leucogaster,White-striped Woodcreeper,36.0,380,ârbìtrò,ârbìtrò,Woodcreepers,0,1,1,1,0.046399003,-0.7202583370000001,0.122304936,-0.803355699,0.042971227,0.012202211999999999,-0.15314122,0.09527417,-0.028284397000000003,0.437724467,0.864259255,-0.143025341,0.10095161300000001,Neotropic,Carnivore,Invertivore,Invertivore bark
Leiothlypis ruficapilla,Nashville Warbler,8.09,0,mguîn̲-tsíríic,mguîn̲-tsíríic,Wood-Warblers,0,1,1,15,-2.41589102,0.092365063,-0.026905952,0.079954307,0.177817893,0.084266774,-0.122226536,-0.043857112,0.0060314,-1.198755377,-0.064440543,-0.123941375,0.042669417,Nearctic,Carnivore,Invertivore,Invertivore glean arboreal
