scientific name,eBird species group
Lewinia pectoralis,"Rails, Gallinules, and Allies"
Lewinia pectoralis exsul,"Rails, Gallinules, and Allies"
Lewinia pectoralis mayri,"Rails, Gallinules, and Allies"
Lewinia pectoralis capta,"Rails, Gallinules, and Allies"
Lewinia pectoralis insulsa,"Rails, Gallinules, and Allies"
Lewinia pectoralis alberti,"Rails, Gallinules, and Allies"
Lewinia pectoralis clelandi,"Rails, Gallinules, and Allies"
Lewinia pectoralis pectoralis,"Rails, Gallinules, and Allies"
Lewinia pectoralis brachipus,"Rails, Gallinules, and Allies"
Lewinia muelleri,"Rails, Gallinules, and Allies"
Gymnocrex rosenbergii,"Rails, Gallinules, and Allies"
Gymnocrex plumbeiventris,"Rails, Gallinules, and Allies"
Gymnocrex plumbeiventris plumbeiventris,"Rails, Gallinules, and Allies"
Gymnocrex plumbeiventris hoeveni,"Rails, Gallinules, and Allies"
Gymnocrex talaudensis,"Rails, Gallinules, and Allies"
Gallirallus calayanensis,"Rails, Gallinules, and Allies"
Gallirallus wallacii,"Rails, Gallinules, and Allies"
Gallirallus castaneoventris,"Rails, Gallinules, and Allies"
Gallirallus castaneoventris sharpei,"Rails, Gallinules, and Allies"
Gallirallus castaneoventris castaneoventris,"Rails, Gallinules, and Allies"
Gallirallus australis,"Rails, Gallinules, and Allies"
Gallirallus australis greyi,"Rails, Gallinules, and Allies"
Gallirallus australis australis,"Rails, Gallinules, and Allies"
Gallirallus australis hectori,"Rails, Gallinules, and Allies"
Gallirallus australis scotti,"Rails, Gallinules, and Allies"
Gallirallus lafresnayanus,"Rails, Gallinules, and Allies"
Gallirallus sylvestris,"Rails, Gallinules, and Allies"
Gallirallus okinawae,"Rails, Gallinules, and Allies"
Gallirallus pacificus,"Rails, Gallinules, and Allies"
Gallirallus philippensis,"Rails, Gallinules, and Allies"
Gallirallus philippensis andrewsi,"Rails, Gallinules, and Allies"
Gallirallus philippensis philippensis,"Rails, Gallinules, and Allies"
Gallirallus philippensis pelewensis,"Rails, Gallinules, and Allies"
Gallirallus philippensis xerophilus,"Rails, Gallinules, and Allies"
Gallirallus philippensis wilkinsoni,"Rails, Gallinules, and Allies"
Gallirallus philippensis lacustris,"Rails, Gallinules, and Allies"
Gallirallus philippensis reductus,"Rails, Gallinules, and Allies"
Gallirallus philippensis anachoretae,"Rails, Gallinules, and Allies"
Gallirallus philippensis admiralitatis,"Rails, Gallinules, and Allies"
Gallirallus philippensis praedo,"Rails, Gallinules, and Allies"
Gallirallus philippensis lesouefi,"Rails, Gallinules, and Allies"
Gallirallus philippensis meyeri,"Rails, Gallinules, and Allies"
Gallirallus philippensis christophori,"Rails, Gallinules, and Allies"
Gallirallus philippensis mellori,"Rails, Gallinules, and Allies"
Gallirallus philippensis assimilis,"Rails, Gallinules, and Allies"
Gallirallus philippensis tounelieri,"Rails, Gallinules, and Allies"
Gallirallus philippensis swindellsi,"Rails, Gallinules, and Allies"
Gallirallus philippensis sethsmithi,"Rails, Gallinules, and Allies"
Gallirallus philippensis ecaudatus,"Rails, Gallinules, and Allies"
Gallirallus philippensis goodsoni,"Rails, Gallinules, and Allies"
Gallirallus philippensis macquariensis,"Rails, Gallinules, and Allies"
Gallirallus modestus,"Rails, Gallinules, and Allies"
Gallirallus dieffenbachii,"Rails, Gallinules, and Allies"
Gallirallus insignis,"Rails, Gallinules, and Allies"
Gallirallus woodfordi,"Rails, Gallinules, and Allies"
Gallirallus woodfordi tertius,"Rails, Gallinules, and Allies"
Gallirallus woodfordi immaculatus,"Rails, Gallinules, and Allies"
Gallirallus woodfordi woodfordi,"Rails, Gallinules, and Allies"
Gallirallus poecilopterus,"Rails, Gallinules, and Allies"
Gallirallus owstoni,"Rails, Gallinules, and Allies"
Gallirallus wakensis,"Rails, Gallinules, and Allies"
Gallirallus torquatus,"Rails, Gallinules, and Allies"
Gallirallus torquatus torquatus,"Rails, Gallinules, and Allies"
Gallirallus torquatus celebensis,"Rails, Gallinules, and Allies"
Gallirallus torquatus sulcirostris,"Rails, Gallinules, and Allies"
Gallirallus torquatus kuehni,"Rails, Gallinules, and Allies"
Gallirallus torquatus limarius,"Rails, Gallinules, and Allies"
Gallirallus rovianae,"Rails, Gallinules, and Allies"
Mustelirallus albicollis,"Rails, Gallinules, and Allies"
Mustelirallus albicollis typhoeca,"Rails, Gallinules, and Allies"
Mustelirallus albicollis albicollis,"Rails, Gallinules, and Allies"
Mustelirallus colombianus,"Rails, Gallinules, and Allies"
Mustelirallus colombianus ripleyi,"Rails, Gallinules, and Allies"
Mustelirallus colombianus colombianus,"Rails, Gallinules, and Allies"
Mustelirallus erythrops,"Rails, Gallinules, and Allies"
Mustelirallus erythrops olivascens,"Rails, Gallinules, and Allies"
Mustelirallus erythrops erythrops,"Rails, Gallinules, and Allies"
Cyanolimnas cerverai,"Rails, Gallinules, and Allies"
Pardirallus maculatus,"Rails, Gallinules, and Allies"
Pardirallus maculatus insolitus,"Rails, Gallinules, and Allies"
Pardirallus maculatus maculatus,"Rails, Gallinules, and Allies"
Pardirallus nigricans,"Rails, Gallinules, and Allies"
Pardirallus nigricans caucae,"Rails, Gallinules, and Allies"
Pardirallus nigricans nigricans,"Rails, Gallinules, and Allies"
Pardirallus sanguinolentus,"Rails, Gallinules, and Allies"
Pardirallus sanguinolentus simonsi,"Rails, Gallinules, and Allies"
Pardirallus sanguinolentus tschudii,"Rails, Gallinules, and Allies"
Pardirallus sanguinolentus zelebori,"Rails, Gallinules, and Allies"
Pardirallus sanguinolentus sanguinolentus,"Rails, Gallinules, and Allies"
Pardirallus sanguinolentus landbecki,"Rails, Gallinules, and Allies"
Pardirallus sanguinolentus luridus,"Rails, Gallinules, and Allies"
Amaurolimnas concolor,"Rails, Gallinules, and Allies"
Amaurolimnas concolor concolor,"Rails, Gallinules, and Allies"
Amaurolimnas concolor guatemalensis,"Rails, Gallinules, and Allies"
Amaurolimnas concolor castaneus,"Rails, Gallinules, and Allies"
Aramides ypecaha,"Rails, Gallinules, and Allies"
Aramides wolfi,"Rails, Gallinules, and Allies"
Aramides mangle,"Rails, Gallinules, and Allies"
Aramides axillaris,"Rails, Gallinules, and Allies"
Aramides albiventris,"Rails, Gallinules, and Allies"
Aramides cajaneus,"Rails, Gallinules, and Allies"
Aramides cajaneus cajaneus,"Rails, Gallinules, and Allies"
Aramides cajaneus avicenniae,"Rails, Gallinules, and Allies"
Aramides albiventris/cajaneus,"Rails, Gallinules, and Allies"
Aramides calopterus,"Rails, Gallinules, and Allies"
Aramides saracura,"Rails, Gallinules, and Allies"
Aramides sp.,"Rails, Gallinules, and Allies"
Tribonyx ventralis,"Rails, Gallinules, and Allies"
Tribonyx mortierii,"Rails, Gallinules, and Allies"
Porphyriops melanops,"Rails, Gallinules, and Allies"
Porphyriops melanops bogotensis,"Rails, Gallinules, and Allies"
Porphyriops melanops melanops,"Rails, Gallinules, and Allies"
Porphyriops melanops crassirostris,"Rails, Gallinules, and Allies"
Porzana carolina,"Rails, Gallinules, and Allies"
Porzana porzana,"Rails, Gallinules, and Allies"
Porzana fluminea,"Rails, Gallinules, and Allies"
Porzana spiloptera,"Rails, Gallinules, and Allies"
Gallinula silvestris,"Rails, Gallinules, and Allies"
Gallinula nesiotis,"Rails, Gallinules, and Allies"
Gallinula nesiotis nesiotis,"Rails, Gallinules, and Allies"
Gallinula nesiotis comeri,"Rails, Gallinules, and Allies"
Gallinula chloropus,"Rails, Gallinules, and Allies"
Gallinula chloropus chloropus,"Rails, Gallinules, and Allies"
Gallinula chloropus meridionalis,"Rails, Gallinules, and Allies"
Gallinula chloropus pyrrhorrhoa,"Rails, Gallinules, and Allies"
Gallinula chloropus orientalis,"Rails, Gallinules, and Allies"
Gallinula chloropus guami,"Rails, Gallinules, and Allies"
Gallinula galeata,"Rails, Gallinules, and Allies"
Gallinula galeata [galeata Group],"Rails, Gallinules, and Allies"
Gallinula galeata cachinnans,"Rails, Gallinules, and Allies"
Gallinula galeata cerceris,"Rails, Gallinules, and Allies"
Gallinula galeata barbadensis,"Rails, Gallinules, and Allies"
Gallinula galeata pauxilla,"Rails, Gallinules, and Allies"
Gallinula galeata galeata,"Rails, Gallinules, and Allies"
Gallinula galeata garmani,"Rails, Gallinules, and Allies"
Gallinula galeata sandvicensis,"Rails, Gallinules, and Allies"
Gallinula chloropus/galeata,"Rails, Gallinules, and Allies"
Gallinula tenebrosa,"Rails, Gallinules, and Allies"
Gallinula tenebrosa frontata,"Rails, Gallinules, and Allies"
Gallinula tenebrosa neumanni,"Rails, Gallinules, and Allies"
Gallinula tenebrosa tenebrosa,"Rails, Gallinules, and Allies"
Gallinula angulata,"Rails, Gallinules, and Allies"
Gallinula pacifica,"Rails, Gallinules, and Allies"
Fulica rufifrons,"Rails, Gallinules, and Allies"
Fulica cornuta,"Rails, Gallinules, and Allies"
Fulica gigantea,"Rails, Gallinules, and Allies"
Fulica armillata,"Rails, Gallinules, and Allies"
Fulica atra,"Rails, Gallinules, and Allies"
Fulica atra atra,"Rails, Gallinules, and Allies"
Fulica atra lugubris,"Rails, Gallinules, and Allies"
Fulica atra novaeguineae,"Rails, Gallinules, and Allies"
Fulica atra australis,"Rails, Gallinules, and Allies"
Fulica cristata,"Rails, Gallinules, and Allies"
Fulica atra/cristata,"Rails, Gallinules, and Allies"
Fulica atra x cristata,"Rails, Gallinules, and Allies"
Fulica alai,"Rails, Gallinules, and Allies"
Fulica alai (Red-shielded),"Rails, Gallinules, and Allies"
Fulica alai (White-shielded),"Rails, Gallinules, and Allies"
Fulica americana,"Rails, Gallinules, and Allies"
Fulica americana americana,"Rails, Gallinules, and Allies"
Fulica americana columbiana,"Rails, Gallinules, and Allies"
Fulica americana (Red-shielded),"Rails, Gallinules, and Allies"
Fulica americana (White-shielded),"Rails, Gallinules, and Allies"
Fulica ardesiaca,"Rails, Gallinules, and Allies"
Fulica ardesiaca (White-billed),"Rails, Gallinules, and Allies"
Fulica ardesiaca (Yellow-billed),"Rails, Gallinules, and Allies"
Fulica armillata x ardesiaca,"Rails, Gallinules, and Allies"
Fulica leucoptera,"Rails, Gallinules, and Allies"
Fulica sp.,"Rails, Gallinules, and Allies"
Porphyrio alleni,"Rails, Gallinules, and Allies"
Porphyrio martinica,"Rails, Gallinules, and Allies"
Porphyrio flavirostris,"Rails, Gallinules, and Allies"
Porphyrio porphyrio,"Rails, Gallinules, and Allies"
Porphyrio indicus,"Rails, Gallinules, and Allies"
Porphyrio madagascariensis,"Rails, Gallinules, and Allies"
Porphyrio hochstetteri,"Rails, Gallinules, and Allies"
Porphyrio mantelli,"Rails, Gallinules, and Allies"
Porphyrio melanotus,"Rails, Gallinules, and Allies"
Porphyrio melanotus pelewensis,"Rails, Gallinules, and Allies"
Porphyrio melanotus melanopterus,"Rails, Gallinules, and Allies"
Porphyrio melanotus bellus,"Rails, Gallinules, and Allies"
Porphyrio melanotus melanotus,"Rails, Gallinules, and Allies"
Porphyrio melanotus samoensis,"Rails, Gallinules, and Allies"
Porphyrio pulverulentus,"Rails, Gallinules, and Allies"
Porphyrio albus,"Rails, Gallinules, and Allies"
Porphyrio poliocephalus,"Rails, Gallinules, and Allies"
Porphyrio poliocephalus caspius,"Rails, Gallinules, and Allies"
Porphyrio poliocephalus seistanicus,"Rails, Gallinules, and Allies"
Porphyrio poliocephalus poliocephalus,"Rails, Gallinules, and Allies"
Porphyrio poliocephalus viridis,"Rails, Gallinules, and Allies"
Porphyrio indicus x poliocephalus,"Rails, Gallinules, and Allies"
Porphyrio indicus/poliocephalus,"Rails, Gallinules, and Allies"
Porphyrio sp. (swamphen sp.),"Rails, Gallinules, and Allies"
Gallinula/Fulica/Porphyrio sp.,"Rails, Gallinules, and Allies"
Himantornis haematopus,"Rails, Gallinules, and Allies"
Megacrex inepta,"Rails, Gallinules, and Allies"
Megacrex inepta pallida,"Rails, Gallinules, and Allies"
Megacrex inepta inepta,"Rails, Gallinules, and Allies"
Gallicrex cinerea,"Rails, Gallinules, and Allies"
Amaurornis isabellina,"Rails, Gallinules, and Allies"
Amaurornis olivacea,"Rails, Gallinules, and Allies"
Amaurornis phoenicurus,"Rails, Gallinules, and Allies"
Amaurornis phoenicurus phoenicurus,"Rails, Gallinules, and Allies"
Amaurornis phoenicurus insularis,"Rails, Gallinules, and Allies"
Amaurornis phoenicurus midnicobarica,"Rails, Gallinules, and Allies"
Amaurornis phoenicurus leucomelana,"Rails, Gallinules, and Allies"
Amaurornis magnirostris,"Rails, Gallinules, and Allies"
Amaurornis moluccana,"Rails, Gallinules, and Allies"
Amaurornis moluccana moluccana,"Rails, Gallinules, and Allies"
Amaurornis moluccana nigrifrons,"Rails, Gallinules, and Allies"
Amaurornis moluccana ultima,"Rails, Gallinules, and Allies"
Amaurornis moluccana ruficrissa,"Rails, Gallinules, and Allies"
Amaurornis cinerea,"Rails, Gallinules, and Allies"
Amaurornis marginalis,"Rails, Gallinules, and Allies"
Rallina rubra,"Rails, Gallinules, and Allies"
Rallina rubra rubra,"Rails, Gallinules, and Allies"
Rallina rubra klossi,"Rails, Gallinules, and Allies"
Rallina rubra telefolminensis,"Rails, Gallinules, and Allies"
Rallina leucospila,"Rails, Gallinules, and Allies"
Rallina forbesi,"Rails, Gallinules, and Allies"
Rallina forbesi steini,"Rails, Gallinules, and Allies"
Rallina forbesi parva,"Rails, Gallinules, and Allies"
Rallina forbesi dryas,"Rails, Gallinules, and Allies"
Rallina forbesi forbesi,"Rails, Gallinules, and Allies"
Rallina mayri,"Rails, Gallinules, and Allies"
Rallina mayri mayri,"Rails, Gallinules, and Allies"
Rallina mayri carmichaeli,"Rails, Gallinules, and Allies"
Rallina tricolor,"Rails, Gallinules, and Allies"
Rallina canningi,"Rails, Gallinules, and Allies"
Rallina [undescribed form],"Rails, Gallinules, and Allies"
Rallina fasciata,"Rails, Gallinules, and Allies"
Rallina eurizonoides,"Rails, Gallinules, and Allies"
Rallina eurizonoides amauroptera,"Rails, Gallinules, and Allies"
Rallina eurizonoides telmatophila,"Rails, Gallinules, and Allies"
Rallina eurizonoides sepiaria,"Rails, Gallinules, and Allies"
Rallina eurizonoides formosana,"Rails, Gallinules, and Allies"
Rallina eurizonoides eurizonoides,"Rails, Gallinules, and Allies"
Rallina eurizonoides alvarezi,"Rails, Gallinules, and Allies"
Rallina eurizonoides minahasa,"Rails, Gallinules, and Allies"
Rallina sp.,"Rails, Gallinules, and Allies"
Zapornia fusca,"Rails, Gallinules, and Allies"
Zapornia fusca fusca,"Rails, Gallinules, and Allies"
Zapornia fusca zeylonica,"Rails, Gallinules, and Allies"
Zapornia fusca erythrothorax,"Rails, Gallinules, and Allies"
Zapornia fusca phaeopyga,"Rails, Gallinules, and Allies"
Zapornia paykullii,"Rails, Gallinules, and Allies"
Zapornia akool,"Rails, Gallinules, and Allies"
Zapornia akool akool,"Rails, Gallinules, and Allies"
Zapornia akool coccineipes,"Rails, Gallinules, and Allies"
Zapornia flavirostra,"Rails, Gallinules, and Allies"
Zapornia parva,"Rails, Gallinules, and Allies"
Zapornia pusilla,"Rails, Gallinules, and Allies"
Zapornia pusilla intermedia,"Rails, Gallinules, and Allies"
Zapornia pusilla pusilla,"Rails, Gallinules, and Allies"
Zapornia pusilla [palustris Group],"Rails, Gallinules, and Allies"
Zapornia pusilla mira,"Rails, Gallinules, and Allies"
Zapornia pusilla mayri,"Rails, Gallinules, and Allies"
Zapornia pusilla palustris,"Rails, Gallinules, and Allies"
Zapornia pusilla affinis,"Rails, Gallinules, and Allies"
Zapornia parva/pusilla,"Rails, Gallinules, and Allies"
Porzana porzana/Zapornia parva/pusilla,"Rails, Gallinules, and Allies"
Zapornia palmeri,"Rails, Gallinules, and Allies"
Zapornia olivieri,"Rails, Gallinules, and Allies"
Zapornia bicolor,"Rails, Gallinules, and Allies"
Zapornia sandwichensis,"Rails, Gallinules, and Allies"
Zapornia atra,"Rails, Gallinules, and Allies"
Zapornia tabuensis,"Rails, Gallinules, and Allies"
Zapornia tabuensis tabuensis,"Rails, Gallinules, and Allies"
Zapornia tabuensis edwardi,"Rails, Gallinules, and Allies"
Zapornia tabuensis richardsoni,"Rails, Gallinules, and Allies"
Zapornia tabuensis plumbea,"Rails, Gallinules, and Allies"
Zapornia monasa,"Rails, Gallinules, and Allies"
Zapornia sp.,"Rails, Gallinules, and Allies"
Micropygia schomburgkii,"Rails, Gallinules, and Allies"
Micropygia schomburgkii schomburgkii,"Rails, Gallinules, and Allies"
Micropygia schomburgkii chapmani,"Rails, Gallinules, and Allies"
Anurolimnas castaneiceps,"Rails, Gallinules, and Allies"
Anurolimnas castaneiceps coccineipes,"Rails, Gallinules, and Allies"
Anurolimnas castaneiceps castaneiceps,"Rails, Gallinules, and Allies"
Anurolimnas viridis,"Rails, Gallinules, and Allies"
Anurolimnas viridis brunnescens,"Rails, Gallinules, and Allies"
Anurolimnas viridis viridis,"Rails, Gallinules, and Allies"
Anurolimnas fasciatus,"Rails, Gallinules, and Allies"
Coturnicops exquisitus,"Rails, Gallinules, and Allies"
Coturnicops noveboracensis,"Rails, Gallinules, and Allies"
Coturnicops noveboracensis noveboracensis,"Rails, Gallinules, and Allies"
Coturnicops noveboracensis goldmani,"Rails, Gallinules, and Allies"
Coturnicops notatus,"Rails, Gallinules, and Allies"
Hapalocrex flaviventer,"Rails, Gallinules, and Allies"
Hapalocrex flaviventer gossii,"Rails, Gallinules, and Allies"
Hapalocrex flaviventer hendersoni,"Rails, Gallinules, and Allies"
Hapalocrex flaviventer woodi,"Rails, Gallinules, and Allies"
Hapalocrex flaviventer flaviventer,"Rails, Gallinules, and Allies"
Hapalocrex flaviventer bangsi,"Rails, Gallinules, and Allies"
Porzana/Zapornia/Hapalocrex sp.,"Rails, Gallinules, and Allies"
Laterallus levraudi,"Rails, Gallinules, and Allies"
Laterallus melanophaius,"Rails, Gallinules, and Allies"
Laterallus melanophaius oenops,"Rails, Gallinules, and Allies"
Laterallus melanophaius melanophaius,"Rails, Gallinules, and Allies"
Laterallus ruber,"Rails, Gallinules, and Allies"
Laterallus albigularis,"Rails, Gallinules, and Allies"
Laterallus albigularis albigularis/cerdaleus,"Rails, Gallinules, and Allies"
Laterallus albigularis albigularis,"Rails, Gallinules, and Allies"
Laterallus albigularis cerdaleus,"Rails, Gallinules, and Allies"
Laterallus albigularis cinereiceps,"Rails, Gallinules, and Allies"
Laterallus ruber/albigularis,"Rails, Gallinules, and Allies"
Laterallus exilis,"Rails, Gallinules, and Allies"
Laterallus spilonota,"Rails, Gallinules, and Allies"
Laterallus jamaicensis,"Rails, Gallinules, and Allies"
Laterallus jamaicensis jamaicensis/coturniculus,"Rails, Gallinules, and Allies"
Laterallus jamaicensis coturniculus,"Rails, Gallinules, and Allies"
Laterallus jamaicensis jamaicensis,"Rails, Gallinules, and Allies"
